0	12987
1	1
2	2
3	1
4	3
5	14
6	16
7	10
8	6
9	2
10	13
11	36
12	71
13	12
14	34
15	2
16	12
17	14
18	47
19	2
20	14
21	4
22	6
23	2
24	26
25	82
26	62
27	26
28	10
29	4
30	60
31	134
32	202
33	235
34	46
35	2
36	64
37	10
38	60
39	152
40	38
41	116
42	2
43	40
44	70
45	2
46	8
47	3
48	2
49	14
50	46
51	27
52	4
53	1
54	5
55	32
56	66
57	118
58	66
59	24
60	2
61	13
62	9
63	40
64	95
65	24
66	41
67	2
68	3
69	6
70	2
71	24
72	14
73	16
74	10
75	18
76	6
77	2
78	4
79	4
80	32
81	66
82	40
83	16
84	6
85	20
86	30
87	60
88	50
89	20
90	22
91	8
92	6
93	6
94	2
95	16
96	50
97	40
98	18
99	8
100	6
101	12
102	4
103	14
104	6
105	8
106	4
107	14
108	70
109	24
110	6
111	4
112	2
113	12
114	44
115	28
116	28
117	20
118	2
119	24
120	40
121	14
122	2
123	64
124	114
125	88
126	52
127	4
128	6
129	8
130	34
131	94
132	4
133	16
134	14
135	22
136	6
137	2
138	10
139	54
140	80
141	60
142	40
143	12
144	10
145	14
146	76
147	122
148	40
149	103
150	6
151	26
152	10
153	6
154	38
155	42
156	8
157	24
158	120
159	142
160	90
161	26
162	12
163	22
164	56
165	188
166	210
167	64
168	77
169	2
170	4
171	8
172	25
173	6
174	32
175	38
176	8
177	18
178	28
179	26
180	12
181	8
182	20
183	12
184	10
185	4
186	8
187	8
188	10
189	20
190	10
191	4
192	6
193	6
194	26
195	42
196	40
197	6
198	7
199	40
200	42
201	44
202	28
203	24
204	2
205	4
206	6
207	4
208	24
209	40
210	4
211	12
212	20
213	10
214	4
215	2
216	8
217	30
218	52
219	20
220	26
221	12
222	16
223	60
224	70
225	18
226	30
227	6
228	8
229	4
230	2
231	20
232	36
233	10
234	22
235	64
236	82
237	44
238	10
239	24
240	42
241	98
242	104
243	24
244	18
245	2
246	6
247	6
248	4
249	2
250	20
251	14
252	4
253	4
254	2
255	26
256	26
257	14
258	6
259	4
260	42
261	16
262	16
263	10
264	14
265	32
266	4
267	14
268	14
269	28
270	6
271	6
272	4
273	12
274	6
275	24
276	18
277	2
278	14
279	68
280	56
281	20
282	4
283	12
284	36
285	82
286	60
287	26
288	14
289	10
290	10
291	16
292	4
293	2
294	30
295	22
296	2
297	8
298	42
299	50
300	28
301	8
302	2
303	6
304	6
305	24
306	32
307	14
308	2
309	4
310	4
311	8
312	54
313	36
314	20
315	6
316	8
317	12
318	34
319	4
320	4
321	2
322	16
323	60
324	32
325	16
326	4
327	24
328	14
329	28
330	24
331	6
332	2
333	28
334	72
335	24
336	2
337	4
338	21
339	24
340	16
341	8
342	8
343	6
344	6
345	1
346	2
347	2
348	2
349	8
350	6
351	2
352	32
353	30
354	8
355	2
356	22
357	50
358	20
359	24
360	2
361	4
362	2
363	8
364	34
365	28
366	8
367	2
368	4
369	84
370	70
371	38
372	32
373	2
374	4
375	72
376	30
377	40
378	34
